conversation_id,speaker_role,agent_claimed_identity,agent_question_type,agent_utterance,customer_utterance,customer_response_type,relationship_detected,relationship_keywords,sensitive_info_requested,sensitive_info_revealed,risk_label
5392,agent_to_customer,unknown,account_number,Please tell me your account number,I cannot share my account number,deny,no,,account_number,no,low
5393,agent_to_customer,unknown,pin,Please tell me your pin,My pin is shared,reveal,no,,pin,yes,high
5394,agent_to_customer,unknown,pin,Please tell me your pin,I cannot share my pin,deny,no,,pin,no,low
5395,agent_to_customer,relative,cvv,Please tell me your cvv,"You are my brother, so here it is",reveal,yes,brother,cvv,yes,medium
5396,agent_to_customer,relative,cvv,Please tell me your cvv,I cannot share my cvv,deny,yes,brother,cvv,no,low
5397,agent_to_customer,telecom_agent,pin,Please tell me your pin,My pin is shared,reveal,no,,pin,yes,high
5398,agent_to_customer,telecom_agent,pin,Please tell me your pin,I cannot share my pin,deny,no,,pin,no,low
5399,agent_to_customer,bank_agent,pin,Please tell me your pin,My pin is shared,reveal,no,,pin,yes,high
5400,agent_to_customer,bank_agent,pin,Please tell me your pin,I cannot share my pin,deny,no,,pin,no,low
5401,agent_to_customer,telecom_agent,login_password,Please tell me your login password,My login password is shared,reveal,no,,login_password,yes,high
5402,agent_to_customer,telecom_agent,login_password,Please tell me your login password,I cannot share my login password,deny,no,,login_password,no,low
5403,agent_to_customer,unknown,aadhaar,Please tell me your aadhaar,My aadhaar is shared,reveal,no,,aadhaar,yes,high
5404,agent_to_customer,unknown,aadhaar,Please tell me your aadhaar,I cannot share my aadhaar,deny,no,,aadhaar,no,low
5405,agent_to_customer,telecom_agent,account_number,Please tell me your account number,My account number is shared,reveal,no,,account_number,yes,high
5406,agent_to_customer,telecom_agent,account_number,Please tell me your account number,I cannot share my account number,deny,no,,account_number,no,low
5407,agent_to_customer,telecom_agent,account_number,Please tell me your account number,My account number is shared,reveal,no,,account_number,yes,high
5408,agent_to_customer,telecom_agent,account_number,Please tell me your account number,I cannot share my account number,deny,no,,account_number,no,low
5409,agent_to_customer,telecom_agent,upi,Please tell me your upi,My upi is shared,reveal,no,,upi,yes,high
5410,agent_to_customer,telecom_agent,upi,Please tell me your upi,I cannot share my upi,deny,no,,upi,no,low
5411,agent_to_customer,relative,aadhaar,Please tell me your aadhaar,"You are my father, so here it is",reveal,yes,father,aadhaar,yes,medium
5412,agent_to_customer,relative,aadhaar,Please tell me your aadhaar,I cannot share my aadhaar,deny,yes,father,aadhaar,no,low
5413,agent_to_customer,bank_agent,login_password,Please tell me your login password,My login password is shared,reveal,no,,login_password,yes,high
5414,agent_to_customer,bank_agent,login_password,Please tell me your login password,I cannot share my login password,deny,no,,login_password,no,low
5415,agent_to_customer,relative,upi,Please tell me your upi,"You are my son, so here it is",reveal,yes,son,upi,yes,medium
5416,agent_to_customer,relative,upi,Please tell me your upi,I cannot share my upi,deny,yes,son,upi,no,low
5417,agent_to_customer,telecom_agent,pin,Please tell me your pin,My pin is shared,reveal,no,,pin,yes,high
5418,agent_to_customer,telecom_agent,pin,Please tell me your pin,I cannot share my pin,deny,no,,pin,no,low
5419,agent_to_customer,bank_agent,pin,Please tell me your pin,My pin is shared,reveal,no,,pin,yes,high
5420,agent_to_customer,bank_agent,pin,Please tell me your pin,I cannot share my pin,deny,no,,pin,no,low
5421,agent_to_customer,bank_agent,upi,Please tell me your upi,My upi is shared,reveal,no,,upi,yes,high
5422,agent_to_customer,bank_agent,upi,Please tell me your upi,I cannot share my upi,deny,no,,upi,no,low
5423,agent_to_customer,bank_agent,account_number,Please tell me your account number,My account number is shared,reveal,no,,account_number,yes,high
5424,agent_to_customer,bank_agent,account_number,Please tell me your account number,I cannot share my account number,deny,no,,account_number,no,low
5425,agent_to_customer,bank_agent,account_number,Please tell me your account number,My account number is shared,reveal,no,,account_number,yes,high
5426,agent_to_customer,bank_agent,account_number,Please tell me your account number,I cannot share my account number,deny,no,,account_number,no,low
5427,agent_to_customer,telecom_agent,pin,Please tell me your pin,My pin is shared,reveal,no,,pin,yes,high
5428,agent_to_customer,telecom_agent,pin,Please tell me your pin,I cannot share my pin,deny,no,,pin,no,low
5429,agent_to_customer,telecom_agent,otp,Please tell me your otp,My otp is shared,reveal,no,,otp,yes,high
5430,agent_to_customer,telecom_agent,otp,Please tell me your otp,I cannot share my otp,deny,no,,otp,no,low
5431,agent_to_customer,relative,aadhaar,Please tell me your aadhaar,"You are my friend, so here it is",reveal,yes,friend,aadhaar,yes,medium
5432,agent_to_customer,relative,aadhaar,Please tell me your aadhaar,I cannot share my aadhaar,deny,yes,friend,aadhaar,no,low
5433,agent_to_customer,relative,upi,Please tell me your upi,"You are my mother, so here it is",reveal,yes,mother,upi,yes,medium
5434,agent_to_customer,relative,upi,Please tell me your upi,I cannot share my upi,deny,yes,mother,upi,no,low
5435,agent_to_customer,unknown,aadhaar,Please tell me your aadhaar,My aadhaar is shared,reveal,no,,aadhaar,yes,high
5436,agent_to_customer,unknown,aadhaar,Please tell me your aadhaar,I cannot share my aadhaar,deny,no,,aadhaar,no,low
5437,agent_to_customer,relative,otp,Please tell me your otp,"You are my brother, so here it is",reveal,yes,brother,otp,yes,medium
5438,agent_to_customer,relative,otp,Please tell me your otp,I cannot share my otp,deny,yes,brother,otp,no,low
5439,agent_to_customer,telecom_agent,upi,Please tell me your upi,My upi is shared,reveal,no,,upi,yes,high
5440,agent_to_customer,telecom_agent,upi,Please tell me your upi,I cannot share my upi,deny,no,,upi,no,low
5441,agent_to_customer,unknown,otp,Please tell me your otp,My otp is shared,reveal,no,,otp,yes,high
5442,agent_to_customer,unknown,otp,Please tell me your otp,I cannot share my otp,deny,no,,otp,no,low
5443,agent_to_customer,relative,pin,Please tell me your pin,"You are my mother, so here it is",reveal,yes,mother,pin,yes,medium
5444,agent_to_customer,relative,pin,Please tell me your pin,I cannot share my pin,deny,yes,mother,pin,no,low
5445,agent_to_customer,bank_agent,login_password,Please tell me your login password,My login password is shared,reveal,no,,login_password,yes,high
5446,agent_to_customer,bank_agent,login_password,Please tell me your login password,I cannot share my login password,deny,no,,login_password,no,low
5447,agent_to_customer,unknown,login_password,Please tell me your login password,My login password is shared,reveal,no,,login_password,yes,high
5448,agent_to_customer,unknown,login_password,Please tell me your login password,I cannot share my login password,deny,no,,login_password,no,low
5449,agent_to_customer,bank_agent,otp,Please tell me your otp,My otp is shared,reveal,no,,otp,yes,high
5450,agent_to_customer,bank_agent,otp,Please tell me your otp,I cannot share my otp,deny,no,,otp,no,low
5451,agent_to_customer,bank_agent,login_password,Please tell me your login password,My login password is shared,reveal,no,,login_password,yes,high
5452,agent_to_customer,bank_agent,login_password,Please tell me your login password,I cannot share my login password,deny,no,,login_password,no,low
5453,agent_to_customer,bank_agent,aadhaar,Please tell me your aadhaar,My aadhaar is shared,reveal,no,,aadhaar,yes,high
5454,agent_to_customer,bank_agent,aadhaar,Please tell me your aadhaar,I cannot share my aadhaar,deny,no,,aadhaar,no,low
5455,agent_to_customer,telecom_agent,pin,Please tell me your pin,My pin is shared,reveal,no,,pin,yes,high
5456,agent_to_customer,telecom_agent,pin,Please tell me your pin,I cannot share my pin,deny,no,,pin,no,low
5457,agent_to_customer,relative,account_number,Please tell me your account number,"You are my brother, so here it is",reveal,yes,brother,account_number,yes,medium
5458,agent_to_customer,relative,account_number,Please tell me your account number,I cannot share my account number,deny,yes,brother,account_number,no,low
5459,agent_to_customer,telecom_agent,aadhaar,Please tell me your aadhaar,My aadhaar is shared,reveal,no,,aadhaar,yes,high
5460,agent_to_customer,telecom_agent,aadhaar,Please tell me your aadhaar,I cannot share my aadhaar,deny,no,,aadhaar,no,low
5461,agent_to_customer,unknown,account_number,Please tell me your account number,My account number is shared,reveal,no,,account_number,yes,high
5462,agent_to_customer,unknown,account_number,Please tell me your account number,I cannot share my account number,deny,no,,account_number,no,low
5463,agent_to_customer,bank_agent,otp,Please tell me your otp,My otp is shared,reveal,no,,otp,yes,high
5464,agent_to_customer,bank_agent,otp,Please tell me your otp,I cannot share my otp,deny,no,,otp,no,low
5465,agent_to_customer,bank_agent,account_number,Please tell me your account number,My account number is shared,reveal,no,,account_number,yes,high
5466,agent_to_customer,bank_agent,account_number,Please tell me your account number,I cannot share my account number,deny,no,,account_number,no,low
5467,agent_to_customer,relative,otp,Please tell me your otp,"You are my brother, so here it is",reveal,yes,brother,otp,yes,medium
5468,agent_to_customer,relative,otp,Please tell me your otp,I cannot share my otp,deny,yes,brother,otp,no,low
5469,agent_to_customer,bank_agent,cvv,Please tell me your cvv,My cvv is shared,reveal,no,,cvv,yes,high
5470,agent_to_customer,bank_agent,cvv,Please tell me your cvv,I cannot share my cvv,deny,no,,cvv,no,low
5471,agent_to_customer,telecom_agent,aadhaar,Please tell me your aadhaar,My aadhaar is shared,reveal,no,,aadhaar,yes,high
5472,agent_to_customer,telecom_agent,aadhaar,Please tell me your aadhaar,I cannot share my aadhaar,deny,no,,aadhaar,no,low
5473,agent_to_customer,telecom_agent,aadhaar,Please tell me your aadhaar,My aadhaar is shared,reveal,no,,aadhaar,yes,high
5474,agent_to_customer,telecom_agent,aadhaar,Please tell me your aadhaar,I cannot share my aadhaar,deny,no,,aadhaar,no,low
5475,agent_to_customer,unknown,otp,Please tell me your otp,My otp is shared,reveal,no,,otp,yes,high
5476,agent_to_customer,unknown,otp,Please tell me your otp,I cannot share my otp,deny,no,,otp,no,low
5477,agent_to_customer,telecom_agent,pin,Please tell me your pin,My pin is shared,reveal,no,,pin,yes,high
5478,agent_to_customer,telecom_agent,pin,Please tell me your pin,I cannot share my pin,deny,no,,pin,no,low
5479,agent_to_customer,unknown,upi,Please tell me your upi,My upi is shared,reveal,no,,upi,yes,high
5480,agent_to_customer,unknown,upi,Please tell me your upi,I cannot share my upi,deny,no,,upi,no,low
5481,agent_to_customer,telecom_agent,aadhaar,Please tell me your aadhaar,My aadhaar is shared,reveal,no,,aadhaar,yes,high
5482,agent_to_customer,telecom_agent,aadhaar,Please tell me your aadhaar,I cannot share my aadhaar,deny,no,,aadhaar,no,low
5483,agent_to_customer,relative,otp,Please tell me your otp,"You are my father, so here it is",reveal,yes,father,otp,yes,medium
5484,agent_to_customer,relative,otp,Please tell me your otp,I cannot share my otp,deny,yes,father,otp,no,low
5485,agent_to_customer,relative,pin,Please tell me your pin,"You are my friend, so here it is",reveal,yes,friend,pin,yes,medium
5486,agent_to_customer,relative,pin,Please tell me your pin,I cannot share my pin,deny,yes,friend,pin,no,low
5487,agent_to_customer,unknown,account_number,Please tell me your account number,My account number is shared,reveal,no,,account_number,yes,high
5488,agent_to_customer,unknown,account_number,Please tell me your account number,I cannot share my account number,deny,no,,account_number,no,low
5489,agent_to_customer,relative,aadhaar,Please tell me your aadhaar,"You are my father, so here it is",reveal,yes,father,aadhaar,yes,medium
5490,agent_to_customer,relative,aadhaar,Please tell me your aadhaar,I cannot share my aadhaar,deny,yes,father,aadhaar,no,low
5491,agent_to_customer,relative,login_password,Please tell me your login password,"You are my father, so here it is",reveal,yes,father,login_password,yes,medium
5492,agent_to_customer,relative,login_password,Please tell me your login password,I cannot share my login password,deny,yes,father,login_password,no,low
5493,agent_to_customer,relative,aadhaar,Please tell me your aadhaar,"You are my brother, so here it is",reveal,yes,brother,aadhaar,yes,medium
5494,agent_to_customer,relative,aadhaar,Please tell me your aadhaar,I cannot share my aadhaar,deny,yes,brother,aadhaar,no,low
5495,agent_to_customer,bank_agent,login_password,Please tell me your login password,My login password is shared,reveal,no,,login_password,yes,high
5496,agent_to_customer,bank_agent,login_password,Please tell me your login password,I cannot share my login password,deny,no,,login_password,no,low
5497,agent_to_customer,bank_agent,otp,Please tell me your otp,My otp is shared,reveal,no,,otp,yes,high
5498,agent_to_customer,bank_agent,otp,Please tell me your otp,I cannot share my otp,deny,no,,otp,no,low
5499,agent_to_customer,relative,cvv,Please tell me your cvv,"You are my friend, so here it is",reveal,yes,friend,cvv,yes,medium
5500,agent_to_customer,relative,cvv,Please tell me your cvv,I cannot share my cvv,deny,yes,friend,cvv,no,low
5501,agent_to_customer,bank_agent,cvv,Please tell me your cvv,My cvv is shared,reveal,no,,cvv,yes,high
5502,agent_to_customer,bank_agent,cvv,Please tell me your cvv,I cannot share my cvv,deny,no,,cvv,no,low
5503,agent_to_customer,telecom_agent,aadhaar,Please tell me your aadhaar,My aadhaar is shared,reveal,no,,aadhaar,yes,high
5504,agent_to_customer,telecom_agent,aadhaar,Please tell me your aadhaar,I cannot share my aadhaar,deny,no,,aadhaar,no,low
5505,agent_to_customer,telecom_agent,pin,Please tell me your pin,My pin is shared,reveal,no,,pin,yes,high
